rn,SQLDATE,MonthYear,EventCode,SOURCEURL,IsRootEvent,Actor1Name,Actor1CountryCode,Actor2Name,Actor2CountryCode,NumMentions,NumSources,NumArticles
16342,20181103,201811,020,http://grandforksherald.com/agriculture/4518127-less-dangerous-avian-influenza-strain-confirmed-minnesota-turkey-flock,1,,,PRODUCER,,10,1,10
16343,20181104,201811,020,https://www.thenews.com.pk/print/389439-nih-role-needed-in-educating-about-influenza-cure-and-prevention,0,PHYSICIAN,,,,3,1,3
16344,20181104,201811,020,https://www.thenews.com.pk/print/389439-nih-role-needed-in-educating-about-influenza-cure-and-prevention,0,PAKISTAN,PAK,PHYSICIAN,,2,1,2
16345,20181101,201811,033,https://www.news-medical.net/news/20181101/New-study-to-evaluate-human-immune-systems-response-to-influenza.aspx,0,MANUFACTURER,,UNIVERSITY,,5,1,5
16346,20181105,201811,036,https://nepszava.hu:443/tag/influenza/,0,,,HOSPITAL,,10,1,10
16347,20181105,201811,036,https://nepszava.hu:443/tag/influenza/,0,HOSPITAL,,,,10,1,10
16348,20181103,201811,042,https://www.ilsussidiario.net/news/salute-e-benessere/2018/11/2/vaccino-antinfluenzali-57mila-dosi-pronte-lasl-della-toscana-lancia-la-campagna-tutti-i-consigli/1798991/,1,,,POPULATION,,10,1,10
16349,20181104,201811,042,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,,,THAILAND,THA,10,1,10
16350,20181104,201811,042,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,CHINA,CHN,THAILAND,THA,1,1,1
16351,20181104,201811,042,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,CHINA,CHN,THAILAND,THA,4,1,4
16352,20181104,201811,042,https://www.radionz.co.nz/international/pacific-news/370225/holiday-to-mark-100-years-since-start-of-influenza-pandemic-in-samoa,1,,,APIA,WSM,8,1,8
16353,20181103,201811,043,https://www.ilsussidiario.net/news/salute-e-benessere/2018/11/2/vaccino-antinfluenzali-57mila-dosi-pronte-lasl-della-toscana-lancia-la-campagna-tutti-i-consigli/1798991/,1,POPULATION,,,,10,1,10
16354,20181104,201811,043,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,THAILAND,THA,CHINA,CHN,1,1,1
16355,20181104,201811,043,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,THAILAND,THA,,,10,1,10
16356,20181104,201811,043,https://www.precisionvaccinations.com/thailand-travel-vaccinations-include-mmr-dtap-varicella-polio-and-influenza,1,THAILAND,THA,CHINA,CHN,4,1,4
16357,20181104,201811,043,https://www.radionz.co.nz/international/pacific-news/370225/holiday-to-mark-100-years-since-start-of-influenza-pandemic-in-samoa,1,APIA,WSM,,,8,1,8
16358,20181102,201811,043,https://www.scientificamerican.com/article/november-1918-peace-arrives-but-influenza-sweeps-the-world/,1,,,GERMAN,DEU,5,1,5
16359,20181102,201811,046,http://www.sassuolo2000.it/2018/11/02/al-via-la-campagna-della-regione-per-la-vaccinazione-anti-influenzale-gratuita/,0,CITIZEN,,COMPANY,,10,1,10
16360,20181105,201811,046,https://notizie.tiscali.it/regioni/emilia-romagna/articoli/Non-farti-influenzare-proteggi-la-tua-salute/,0,CITIZEN,,COMPANY,,10,1,10
16361,20181103,201811,046,https://www.cadillacnews.com/news/today-in-history-influenza-conditions-much-better-in-cadillac/article_f8f3f533-7392-514e-bcc7-93d514169e33.html,1,PRESIDENT,,,,6,1,6
16362,20181103,201811,046,https://www.cadillacnews.com/news/today-in-history-influenza-conditions-much-better-in-cadillac/article_f8f3f533-7392-514e-bcc7-93d514169e33.html,1,,,PRESIDENT,,6,1,6
16363,20181103,201811,046,https://www.cadillacnews.com/news/today-in-history-influenza-conditions-much-better-in-cadillac/article_f8f3f533-7392-514e-bcc7-93d514169e33.html,1,PRESIDENT,,UNITED STATES,USA,4,1,4
16364,20181103,201811,046,https://www.cadillacnews.com/news/today-in-history-influenza-conditions-much-better-in-cadillac/article_f8f3f533-7392-514e-bcc7-93d514169e33.html,1,UNITED STATES,USA,PRESIDENT,,4,1,4
16365,20181103,201811,046,https://www.ilrestodelcarlino.it/cronaca/influenza-2018-vaccino-1.4274897,1,CITIZEN,,COMPANY,,10,1,10
16366,20181102,201811,046,https://www.ticinonews.ch/ticino/473711/influenza-e-tempo-di-vaccinarsi,1,TICINO,CHE,POPULATION,,10,1,10
16367,20181102,201811,046,https://www.ticinonews.ch/ticino/473711/influenza-e-tempo-di-vaccinarsi,1,,,POPULATION,,10,1,10
16368,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,UNITED STATES,USA,CHAD,TCD,2,1,2
16369,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,STUDENT,,CHAD,TCD,2,1,2
16370,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,UNITED STATES,USA,CHAD,TCD,2,1,2
16371,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,STUDENT,,CHAD,TCD,2,1,2
16372,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,CHAD,TCD,UNITED STATES,USA,2,1,2
16373,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,CHAD,TCD,STUDENT,,8,1,8
16374,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,CHAD,TCD,UNITED STATES,USA,2,1,2
16375,20181103,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,STUDENT,,CHAD,TCD,4,1,4
16376,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,UNITED STATES,USA,CHAD,TCD,2,1,2
16377,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,UNITED STATES,USA,CHAD,TCD,2,1,2
16378,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,STUDENT,,CHAD,TCD,4,1,4
16379,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,STUDENT,,CHAD,TCD,2,1,2
16380,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,STUDENT,,CHAD,TCD,2,1,2
16381,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,CHAD,TCD,UNITED STATES,USA,2,1,2
16382,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,CHAD,TCD,STUDENT,,8,1,8
16383,20181102,201811,046,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,CHAD,TCD,UNITED STATES,USA,2,1,2
16384,20181105,201811,051,http://www.clarksvilleonline.com/2018/11/04/101st-airborne-division-lifeliner-medical-team-administers-influenza-vaccination-to-soldiers-d-a-civilians-and-sister-services-in-afghanistan/print/,0,AFGHANISTAN,AFG,,,2,1,2
16385,20181101,201811,051,https://www.dvidshub.net/news/298452/101st-lifeliner-medical-team-mobilizes-administer-influenza-vaccination-soldiers-da-civilians-and-sister-services-bagram-afghanistan,0,AFGHANISTAN,AFG,,,2,1,2
16386,20181101,201811,051,https://www.kcrg.com/content/news/Cedar-Rapids-family-encourages-everyone-to-get-flu-shot-after-their-son-almost-died-from-influenza-499209791.html,1,UNITED STATES,USA,,,2,1,2
16387,20181104,201811,071,https://www.nugget.ca/news/local-news/influenza-season-underway-in-nipissing-province,0,ONTARIO,CAN,,,10,1,10
16388,20181105,201811,072,http://www.clarksvilleonline.com/2018/11/04/101st-airborne-division-lifeliner-medical-team-administers-influenza-vaccination-to-soldiers-d-a-civilians-and-sister-services-in-afghanistan/print/,1,CIVILIAN,,AFGHANISTAN,AFG,2,1,2
16389,20181101,201811,072,https://www.dvidshub.net/news/298452/101st-lifeliner-medical-team-mobilizes-administer-influenza-vaccination-soldiers-da-civilians-and-sister-services-bagram-afghanistan,1,CIVILIAN,,AFGHANISTAN,AFG,2,1,2
16390,20181101,201811,075,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,1,COMMUNITY,,DEPARTMENT OF AGRICULTURE,,3,1,3
16391,20181101,201811,075,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,1,COMMUNITY,,DEPARTMENT OF AGRICULTURE,,1,1,1
16392,20181101,201811,075,https://www.cadillacnews.com/news/there-is-local-concern-regarding-canine-influenza/article_885ea9ac-8d89-543e-ab19-b9ff8c378bdf.html,1,COMMUNITY,,DEPARTMENT OF AGRICULTURE,,1,1,1
16393,20181104,201811,100,https://www.thenews.com.pk/print/389439-nih-role-needed-in-educating-about-influenza-cure-and-prevention,0,GOVERNMENT,,CITIZEN,,10,1,10
16394,20181103,201811,110,https://www.ilrestodelcarlino.it/cronaca/influenza-2018-vaccino-1.4274897,0,,,UPRISING,,10,1,10
16395,20181102,201811,110,https://www.zazoom.it/2018-11-02/influenza-lo-studio-da-lama-e-cammelli-un-possibile-vaccino-universale/4842578/,1,SWISS,CHE,SWITZERLAND,CHE,4,1,4
16396,20181102,201811,110,https://www.zazoom.it/2018-11-02/influenza-lo-studio-da-lama-e-cammelli-un-possibile-vaccino-universale/4842578/,1,SWISS,CHE,,,6,1,6
16397,20181105,201811,154,http://www.clarksvilleonline.com/2018/11/04/101st-airborne-division-lifeliner-medical-team-administers-influenza-vaccination-to-soldiers-d-a-civilians-and-sister-services-in-afghanistan/print/,0,AFGHANISTAN,AFG,,,6,1,6
16398,20181105,201811,154,http://www.clarksvilleonline.com/2018/11/04/101st-airborne-division-lifeliner-medical-team-administers-influenza-vaccination-to-soldiers-d-a-civilians-and-sister-services-in-afghanistan/print/,0,AFGHANISTAN,AFG,,,4,1,4
16399,20181101,201811,154,https://www.dvidshub.net/news/298452/101st-lifeliner-medical-team-mobilizes-administer-influenza-vaccination-soldiers-da-civilians-and-sister-services-bagram-afghanistan,0,AFGHANISTAN,AFG,,,10,1,10
16400,20181105,201811,190,http://www.clarksvilleonline.com/2018/11/04/101st-airborne-division-lifeliner-medical-team-administers-influenza-vaccination-to-soldiers-d-a-civilians-and-sister-services-in-afghanistan/print/,1,A US,USA,AFGHANISTAN,AFG,6,1,6
16401,20181103,201811,190,https://www.commercial-news.com/opinion/letters_to_the_editor/my-turn-influenza-epidemic-devastated-families/article_b8cd3464-3fa7-5710-bb2f-43dbcb745f2d.html,1,SMALL TOWN,,,,10,1,10
16402,20181103,201811,190,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,,,CHINESE,CHN,2,1,2
16403,20181103,201811,190,https://www.uab.edu/news/research/item/9911-molecular-virologists-fight-influenza-at-the-molecular-level,1,,,CHINESE,CHN,8,1,8
16404,20181102,201811,190,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,,,CHINESE,CHN,8,1,8
16405,20181102,201811,190,https://www.uab.edu/news/research/item/9911-molecular-virologists-fights-influenza-at-the-molecular-level,1,,,CHINESE,CHN,2,1,2
16406,20181101,201811,193,https://www.kcrg.com/content/news/Cedar-Rapids-family-encourages-everyone-to-get-flu-shot-after-their-son-almost-died-from-influenza-499209791.html,1,UNITED STATES,USA,,,6,1,6
